六想,6 discriminations
无常想,discrimination of impermanence
苦想,discrimination of suffering
无我想,discrimination of selflessness
不净想,discrimination of ugliness
死想,discrimination of death
一切世间不可乐想,discrimination of disaffection with everything worldly
六想身,6 aggregates of discriminations
眼触所生想,discrimination produced through visual contact
耳触所生想,discrimination produced through aural contact
鼻触所生想,discrimination produced through olfactory contac
舌触所生想,discrimination producedthrough gustatory contact
身触所生想,discrimination producedthrough physical contact
意触所生想,discrimination producedthrough mental contact
六境,6 objects
法,phenomena
六随念,6 recollections
佛随念,recollection of buddha
法随念,recollection of dharma
僧随念,recollection of sangha
戒随念,recollection of moral-discipline
舍随念,recollection of giving
天随念,recollection of the deity
六趣,6 migrators
六道,6 migrators
阿素洛趣,demigods
六识,6 consciousnesses
眼识,eye consciousness
耳识,ear consciousness
鼻识,nose consciousness
舌识,tongue consciousness
身识,body consciousness
意识,mental consciousness
六触,6 contacts
眼触,contact through association with eye
耳触,contact through association with ear
鼻触,contact through association with nose
舌触,contact through association with tongue
身触,contact through association with body
意触,contact through association with mind
七支,7 branch practices
普贤,7 branch practices
礼敬诸佛,prostration
广修供养,offering
忏悔业障,confession
随喜功德,rejoicing
请转法轮,requesting
请佛住世,supplication
普皆回向,dedication
七支和合,7 features of complete enjoyment body
受用圆满,complete enjoyment
和合,embracing each other
大乐,great bliss
无自性,non-inherent existence
大悲周遍,completely pervaded by compassion
利生无间,uninterrupted continuity
无灭,non-cessation
七因果口诀,7-fold quintessential instructions
知母,recognizing all sentient beings as mothers
念恩,being mindful of their kindness
报恩,repaying their kindness
慈,heartwarming love
悲,compassion
增上意乐,resolute thought
七事,7-limbed topics
相应教,7-limbed topics
蕴,aggregates
处,sources of perception
界,sensory spheres
缘起,dependent arising
食,food
圣谛,noble truth
菩提分,limbs of enlightenment
七众,7-fold followers
式叉摩那,probationary nun
学法女,probationary nun
沙弥,novice monk
勤策男,novice monk
沙弥尼,novice nun
勤策女,novice nun
七等觉支,7 branches of enlightenment
念等觉支,mindfulness
择法等觉支,wisdom
精进等觉支,effort
喜等觉支,joy
轻安等觉支,suppleness
定等觉支,concentration
舍等觉支,equanimity
七圣财,7 jewels of the Aryas
信财,faith
戒财,moral discipline
惭财,shame
愧财,embarrassment
勤财,effort
闻财,hearing
舍财,generosity
慧财,knowledge;
七慢,7 prides
过慢,exalted pride
慢过慢,exaggerated pride
我慢,egotistic pride
增上慢,presumptuous pride
卑慢,modest pride
邪慢,perverted pride
七种作意,7 mental contemplations
了相作意,mental contemplation of individual knowledge of the character
胜解作意,mental contemplation arisen from belief
远离作意,mental contemplation of thorough isolation
摄乐作意,mental contemplation of withdrawal or joy
观察作意,mental contemplation of analysis
加行究竟作意,mental contemplation of final training
加行究竟果作意,mental contemplation that is the fruit of final training
七种觉知,7 awarenesses
现识,direct perceivers
比推,inferential cognizers
决断识,subsequent cognizers
意伺,correctly assuming consciousnesses
显而未定,awarenesses to which the object appears but is not acertained
犹疑,doubting
颠倒识,wrong consciousnesses
七宝,7 treasures
金,gold
银,silver
琉璃,lapis lazuli
玻璃,crystal
水晶,crystal
砗磲,agate
赤珠,rubies
玛瑙,cornelian
轮王,7 precious objects
轮宝,precious wheel
末尼珠宝,precious jewel
女宝,precious queen
主藏臣宝,precious minister
象宝,precious elephant
马宝,precious horse
主兵臣宝,precious general
将军宝,precious general
八大菩萨,8 close disciples
妙吉祥,manjushrī
曼殊室利,manjushrī
金刚手,vajrapāṇi
观自在,avalokiteshvara
观世音,avalokiteshvara
地藏,kṣitigarbha
除盖障,sarvanivaraṇavis kambini
虚空藏,ākāshagarbha
弥勒,maitreya
八不定,8 changeable mental factors
八心法,8 consciousnesses
八识,8 consciousnesses
末那识,afflicted consciousness;
意,afflicted consciousness;
阿赖耶识,foundation consciousness;
心,foundation consciousness;
八世法,8 worldly concerns
八风,8 worldly concerns
得,gain
不得,loss
毁,disgrace
誉,fame
称,praise
讥,blame
苦,suffering
八事,8 topics of the logicians
似现量,wrong direct perception
似比量,wrong inferential perception
能立,correct argument
似能立,wrong argument
能破,correct refutation
似能破,wrong refutation
般若经,8 topics of the Perfection of Wisdom Text
圆满加行,complete training of all aspects
顶加行,peak training
究竟加行,serial training
剎那加行,momentary training
果法身,resultant truth body
八苦,8 kinds of suffering
生苦,birth
老苦,old age
病苦,disease;
死苦,death
怨憎会苦,association with the disliked
爱别离苦,separation from the liked
求不得苦,not getting what one wishes
略摄一切五取蕴苦,"in brief, 5 grasped aggregates are a source of suffering"
八相成道,8 deeds
从兜率天下,descent from Tushita heaven
入胎,entering the womb of his mother
出生,taking birth
出家,renunciation and ordination as a monk
降魔,defeating the host of demons
成道,attaining full enlightenment
转法轮,turning the wheel of doctrine
入涅盘,passing into the state of peace
八部众,8 groups of gods and serpents
龙,serpents
药叉,demons
健达缚,celestial musicians
非天,demigods
揭路荼,mythical birds
金翅鸟,mythical birds
紧捺洛,mythical beings
歌神,mythical beings
莫呼洛伽,large-bellied demons
大腹,large-bellied demons
八现观,8 clear realizations
智慧法身,wisdom truth body
八寒地狱,8 cold hells
疱,blistering
頞部陀,blistering
疱裂,bursting blisters
尼剌部陀,bursting blisters
頞哳咤,chattering
阿咤咤,chattering
臛臛婆,ahoo hell
虎虎婆,moaning
青莲华,split like an utpala
嗢钵罗,split like an utpala
红莲华,split like a lotus
钵特摩,split like a lotus
大红莲华,split like a great lotus
摩诃钵特摩,split like a great lotus
八无为法,8 uncompounded phenomena
善法真如,suchness of virtuous phenomena
不善法真如,suchness of non-virtuous phenomena
无记法真如,suchness of un-recordable phenomena
虚空,space
非择灭,non-analytical cessation
择灭,analytical cessation
不动,state of being unmoved by pleasure or pain
想受灭,state without discrimination and feeling
八胜处,8 surpassing concentrations
内有色想观外色少,"imaging himself having form, he sees small external forms, and overcome them"
内有色想观外色多,"imagining himself having form, he sees large external forms, and overcome them"
内无色想观外色少,"imagining himself lacking form, he sees small external forms, and overcome them"
内无色想观外色多,"imagining himself lacking form, he sees large external forms, and overcome them"
内无色想观外色青,"imagining himself lacking form, he sees external blue forms, and overcome them"
内无色想观外色黄,"imagining himself lacking form, he sees external yellow forms, and"
内无色想观外色赤,"imagining himself lacking form, he sees external red forms, and overcome them"
内无色想观外色白,"imagining himself lacking form, he sees external white forms, and overcome them"
八无暇,8 non-conducive factors
八难,8 non-conducive factors
长寿天,birth as a long living god
边地,birth in a barbaric land where the Buddha's doctrine does not exist
根缺,having incomplete sense faculties
邪见,holding wrong view
世智辩聪,holding wrong view
如来不出世,birth in a land where Buddha's doctrine does not flourish
八解脱,8 liberations; 8emancipations
内有色想观诸色解脱,liberation of the embodied looking at a form
内无色想观外色解脱,liberation of the formless looking at a form
净解脱身作证具足住解脱,liberation through beautiful form
空无边处具足住解脱,liberation of infinite space
识无边处具足住解脱,liberation of infinite consciousness
无所有处具足住解脱,liberation of nothingness
非想非非想处具足住解脱,liberation of the peak of existence
灭想受定具足住解脱,liberation of equipoise of cessation
八圣道支,8 branches of the superior path
八正道,8 branches of the superior path
正思惟,correct realization
正语,correct speech
正业,correct aims of actions
正命,correct livelihood
正精进,correct effort;
正念,correct mindfulness
正定,correct meditativestabilization
八热地狱,8 hot hells
八大地狱,8 hot hells
等活地狱,reviving
黑绳地狱,black line
众合地狱,crushed together
号叫地狱,crying
大叫地狱,great crying
炎热地狱,hot
极热地狱,very hot
无间地狱,most torturous
八断行,8 antidotes
勤,effort;
信,faith
安,pliancy
八关斋戒,8 precepts of a one day vow holder
离非梵行,not indulging in sexual misconduct
离饮诸酒,not taking intoxicating drinks
离持香鬘涂彩,"not being dressed with flowers, perfumes and cosmetics"
离歌舞,[not singing and dancing]
离高广大床,not using high and luxurious seat or bed
离非时食,not taking a meal after noon
八啭声,8 cases in grammar
体声,nominative case
业声,accusative case
具声,instrumental case
所为声,dative case
所从声,ablative case
所属声,genitive case
所依声,locative case
呼声,vocative case
九心住,9 mental abidings
内住,setting the mind
等住,continuous setting
安住,resetting
近住,close setting
调顺,disciplining
寂静,pacifying
最极寂静,thorough pacifying
专注一趣,making one-pointed
等持,setting in equipoise
九次第定,9 serial absorptions
九等至,9 serial absorptions
灭想受定,meditative absorption of cessation
九想,9 discriminations
膨胀想,discrimination of the bloated corpse
脓烂想,discrimination of the worm-infested corpse
异赤想,discrimination of the bleeding corpse
青瘀想,discrimination of the livid corpse
啄噉想,discrimination of the gnawed corpse
离散想,discrimination of the scattered corpse
骸骨想,discrimination of the skeleton
焚烧想,discrimination of the corpse being burnt
灭坏想,discrimination of the festering corpse
九种实有,9 selves [inherently established]
以自相存在,existence by way of its own character
自相有,existence by way of its own character
以自性存在,inherent existence
自性有,inherent existence
以自体存在,existence through its own entitiness
自体有,existence through its own entitiness
真实存在,true establishment
谛有,true establishment
真正存在,exist as its own reality
真有,exist as its own reality
胜义存在,ultimate existence
胜义有,ultimate existence
真性存在,existence as its own suchness
真性有,existence as its own suchness
实质存在,substantially established
实物有,substantially established
从自方存在,existence from its own side
自方有,existence from its own side
十力,10 forces of a buddha
处非处智力,knowledge of sources and non-sources
业异熟智力,knowledge of actions and their fruitions
种种界智力,knowledge of the divisions of the eighteen constituents
种种胜解智力,knowledge of varieties of inclinations
根胜劣智力,knowledge of superior and non-superior faculties
遍趣行智力,knowledge of the paths leading to all forms of cyclic existence and solitary peace
静虑解脱等持等至染净智力,"knowledge of the concentrations, liberations,meditative stabilizations,and meditative absorptions,and knowledge of others'afflictions and others'non-contamination"
宿住随念智力,b knowledge remembering earlier lives
死生智力,"knowledge of death,transmigration, and birth"
漏尽智力,knowledge of contaminations and their extinction
十大地法,10 main bases of mental factors
十大弟子,10 principal disciples
舍利弗,shāriputra
目犍连,māudgalyāyana
大迦叶,kāshyapa
阿那律,a-niruddha
须菩提,subhῡti
富楼那,pῡrṇamāityāyaṇī
迦旃延,mahākātyāyana
优波离,45upāli
罗怙罗,rāhula
阿难陀,ānanda
十大善地法,10 bases of big virtuous mental factors
不放逸,conscientiousness
轻安,pliancy
惭,shame
愧,embarrassment
无贪,non-attachment
无瞋,non-hatred
不害,non-harmfulness
精进,effort
十小烦恼地法,10 bases of small afflictions
忿,belligerence
覆,concealment
悭,miserliness
嫉,jealousy
恼,spite
害,harmfulness
恨,resentment
谄,dissimulation
诳,deceit
憍,haughtiness
十方,10 directions
东,east
南,south
西,west
北,north
东南,south-east
西南,south-west
西北,north-west
东北,north-east
下,downward direction
上,upward direction
十不善业道,10 non-virtues
杀生,killing
不与取,stealing
偷盗,stealing
欲邪行,indulging in sexual misconduct
邪淫,indulging in sexual misconduct
虚诳语,lying
妄语,lying
麤恶语,harsh speech
恶口,harsh speech
离间语,divisive speech
重舌,divisive speech
杂秽语,senseless talk
绮语,senseless talk
十平等性,10 samenesses
无相平等性,lacking truly existence features
无体平等性,lacking truly existence signs and marks
无生平等性,lacking production from four extremes
无起平等性,being unproduced
远离平等性,being empty
本来清净平等性,being primordially pure
无戏论平等性,lacking conceptual elaboration
无取无舍平等性,not being objects of cultivation and elimination
如梦如幻如影如水中月如镜中像如化事平等性,"being like a dream,hallucination, shadow,moon in the water,reflection and emanation"
有事无事不二平等性,being a thing or non-thing
十地,10 grounds of three vehicles
三乘共,10 grounds of three vehicles
净观地,pure seeing ground
种姓地,family ground
具见地,seeing ground
薄地,diminishment ground
离欲地,ground free from attachment
巳办地,ground understanding deeds
独觉地,ground of Solitary Realizer
菩萨地,bodhisattva ground
佛地,buddha ground
大乘,10 bodhisattva grounds of great vehicle
极喜地,very joyful ground
离垢地,stainless ground
发光地,luminous ground
焰慧地,radiant ground
极难胜地,ground difficult to overcome
现前地,approaching ground
远行地,ground gone afar
不动地,immovable ground
善慧地,ground of good intelligence
法云地,ground of dharma cloud
十法行,10 dharma trainings
书写,writing
供养,worshipping
施他,generosity
听闻,hearing dharma
披读,reading
受持,memorizing
开演,preaching
讽诵,recitation
思惟,contemplation
修习,meditation
十法界,10 spheres of dharma
佛界,buddha
菩萨界,bodhisattva
独觉界,solitary realizer
缘觉界,solitary realizer
声闻界,hearer
天界,gods
人界,human beings
阿素洛界,demigods
阿修罗界,demigods
地狱界,hell beings
饿鬼界,hungry ghosts
傍生界,animals
畜生界,animals
十波罗蜜多,10 perfections
方便善巧波罗蜜多,means
愿波罗蜜多,aspirational
力波罗蜜多,power
智波罗蜜多,primordial wisdom
十根本烦恼,10 root afflictions
萨迦耶见[有身见],view of the transitory collection as real I and mine
边执见,view holding to an extreme
十遍处,10 totally pervasive concentrations
地遍处,total pervasion of earth
水遍处,total pervasion of water
火遍处,total pervasion of fire
风遍处,total pervasion of wind
青遍处,total pervasion of blue
黄遍处,total pervasion of yellow
赤遍处,total pervasion of red
白遍处,total pervasion of white
空遍处,total pervasion of space
识遍处,total pervasion of consciousness
十智,10 awarenesses
苦智,knowledge of sufferings
集智,knowledge of the origin of all sufferings
灭智,knowledge of cessation
道智,knowledge of the path
尽智,knowledge of exhaustion
无生智,knowledge of non-production
法智,knowledge of dharma
类智,subsequent knowledge
世俗智,knowledge of conventional phenomena
他心智,knowledge of other's mind
十喻,10 examples of illusory
幻事,nature
幻,nature
梦境,an illusion
梦,an illusion
阳焰,a dream
光影,a mirage;
影,a mirage;
空花,a sky-flower
镜像,a reflection in a mirror
像,a reflection in a mirror
响,an echo
犍闼婆城,city of smell-eaters
寻香城,city of smell-eaters
变化事,a magic play
化,a magic play
水月,a reflection of the moon in the water
十胜义别名,10 synonyms of ultimate truth
不虚妄性,non-fallacy
不变异性,unchangeability
平等性,sameness
空性,emptiness
法住,dharma continuity
实际,ultimate extreme
不思议界,unthinkable space;
十善业道,10 virtues
离麤恶语,not using harsh words
不恶口,not using harsh words
离离间语,not slandering
不重舌,not slandering
离杂秽语,not indulging in idle gossip
不绮语,not indulging in idle gossip
离贪,not being covetous
离瞋,not harming others
离邪见,not holding wrong view
十无学法,10 qualities belonging to the adepts
无学正见,right understanding as held by the adepts
无学正思惟,right thought as held by the adepts
无学正语,right speech as held by the adepts
无学正业,right activities as held by the adepts
无学正命,right livelihood as held by the adepts
无学正勤,right effort as held by the adepts
无学正念,right mindfulness as held by the adepts
无学正定,right meditative stabilization as held by the adepts
无学正解脱,right emancipation as held by the adepts
无学正智,right insight as held by the adepts
十想,10 discriminations
厌食想,discrimination of revulsion from nutriment
断想,discrimination of elimination
离想,discriminaiton of dispassionateness
灭想,discrimination of cessation
十号,10 synonyms of tathāgata
如来,10 synonyms of tathāgata
应供,arhat
正等觉,perfect in enlightenment
正遍知,perfect in enlightenment
明行圆满,perfect in knowledge and behaviour
明行足,perfect in knowledge and behaviour
善逝,well-gone
世间解,knower of the worlds
无上丈夫,the surpassed
无上士,the surpassed
调御士,supreme trainer
调御丈夫,supreme trainer
天人师,teachers of gods and men
佛；,the fully enlightened one 
世尊,bhagavan 
薄伽梵,bhagavan 
胜者；,the winner 
世间主,lord of the world
十随念,10 recollections
入出息随念,recollection of the moment of breath
厌随念,recollection of birth
生随念,recollection of birth
死随念,recollection of death
身随念,recollection of the form of the body
十一色法,11 forms
无表色,non-revelatory forms
十一善,11 virtuous mental factors
无痴,non-ignorance
十二分教,12 scriptural categories
十二部经,12 scriptural categories
契经,discourses
应颂[美音经],intermediate verses
祇夜,intermediate verses
授记,prophetic teachings
记别,prophetic teachings
讽颂[记句经],verses; songs
偈经,verses; songs
自说,specific teachings;
法句,specific teachings;
因缘[尼陀那],introductory teachings
譬喻[阿波陀那],parables;
撰录,parables;
本事[如是语],legends
本起,legends
本生[生处],life stories; birth stories
本缘,life stories; birth stories
方广,grand scriptural teachings;
广经,grand scriptural teachings;
希法,marvellous teachings;
未曾有,marvellous teachings;
论议[优波提舍],finalized teachings;
大教,finalized teachings;
十二佛业,12 deeds
受学伎艺,displaying his skill in the worldly arts
受欲,enjoyments with the women of the harem
苦行,practising arduous discipline
诣道场,meditating under the Bodhi tree
十二处,12 sources
眼处,eye sense power
耳处,ear sense power
鼻处,nose sense power
舌处,tongue sense power
身处,body sense power
意处,mental sense power
色处,visible form
声处,sound
香处,odor
味处,taste
触处,tangible object
法处,phenomenon-source
十二喻,12 examples of illusory nature
虹,a rainbow
电,a bolt of lightning
泡,a water bubble
十二缘起,12 branches of dependent-arising
识,consciousness
名色,name and form
六处,6 sources
爱,attachment
取,grasping
有,existence
生,birth
老死,aging and death
十二头陀功德,12 ascetic practices
粪扫衣,wearing robes made of rags
但三衣,wearing the three dharma robes
但持毳衣,wearing robes made only of wool
常乞食,subsisting on alms
日一斋,eating one's food in one sitting
先止后食,not accepting food after having risen from one's seat
住阿练若处,dwelling in a hermitage
树下坐,dwelling at the foot of a tree
露地住,dwelling in an open and unsheltered place
冢间住,dwelling in cemetries
常坐不卧,remaining in the sitting posture
随处住,sleeping wherever one may happen to be
十三种外道我,13 selves of the non-buddhists
有情,sattva
命者,jīva
生者,jantu
养者,poṣa
士夫,puruṣa
补特伽罗,pudgala
意生,manuja
儒童,mānava
作者,kāraka
受者,vedaka
知者,jānaka
见者,pashyaka
十四心不相应行法,14 non-associated compositional factors
俱舍论,14 non-associated compositional factors
非得,non-acquisition
同分,similarity of type
无想异熟,one having no discrimination
命根,life faculty
老,aging
名身,group of stems
句身,group of words
文身,group of letters
五蕴论,14 non-associated compositional factors
无想等至,absorption without discrimination
灭尽等至,absorption of cessation
无想所有,one having no
众同分,life faculty
异生性,state of an ordinary being
十四无记根,14 unspecified views
世常,a permanent world
世无常,an impermanent world
世亦常亦无常,a world which is both permanent and impermanent
世非常非无常,a world which is neither permanent nor impermanent
世有边,a world which has an end
世无边,a world which has no end
世亦有边亦无边,a world which is both with and without an end
世非有边非无边,a world which is neither with nor without an end
如来死后为有,existence of Buddha after passing into peace
如来死后非有,non-existence of Buddha after passing into peace
如来死后亦有亦非有,a Buddha who is both existent and non-existent after passing into peace
如来死后非有非非有,a Buddha who is neither existent nor non-existent after passing into peace
命者即身,life-force is the body
命者异身,life-force and body are independent of each other
十五色法,15 forms
集论,15 forms
显色,color
形色,shape
有执受大种为因声,sound caused by elements conjoined with consciousness
无执受大种为因声,sound caused by elements not conjoined with consciousness
好香,fragrant odor
恶香,unfragrant odor
所触一分,a branch of tangible object
滑,smoothness
涩,roughness
重,heaviness
冷,cold
饥,hunger
渴,thirst
法处所摄色,form for the mental consciousness
极略色,form arising from aggregation [of eight substances]
极迥色,space-form
受所引色,form arising from promises
遍计所起色,imaginary form
定自在所生色,form for one with meditative power
十六大国,16 great states
鸯伽,aṅga
摩竭陀,magadha
迦尸,kāshī
居萨罗,koshala
拔祇,vriji
末罗,malla
支提,ceḍī
拔沙,vatsa
居楼,kuru
般阇罗,panycāla
阿湿波,ashvaka
阿波提,avantī
婆蹉,matsya
苏罗娑,shῡrasena
干陀罗,gandhāra
剑洴沙,kamboja
十六心剎那,16 moments [of cognition and forbearance] of the path of seeing
苦法智忍,forbearance with the reality of suffering
苦法智,cognition of the reality of suffering
苦类智忍,subsequent forbearance with suffering
苦类智,subsequent cognition of suffering
集法智忍,forbearance with the reality of the origin of suffering
集法智,cognition of the reality of the origin of suffering
集类智忍,subsequent forbearance with the origin of suffering
集类智,subsequent cognition of the origin of suffering
灭法智忍,forbearance with the reality of the cessation of suffering
灭法智,cognition of the reality of the cessation of suffering
灭类智忍,subsequent forbearance with the cessation of  suffering
灭类智,subsequent cognition of the cessation of suffering
道法智忍,forbearance with the reality of the path
道法智,cognition of the reality of the path
道类智忍,subsequent forbearance with the path
道类智,subsequent cognition of the path
十六空,16 emptinesses
内空,emptiness of the internal
外空,emptiness of the external
内外空,emptiness of the internal and the external
空空,emptiness of emptiness
大空,emptiness of the great
胜义空,emptiness of the ultimate
有为空,emptiness of compounded phenomena
无为空,emptiness of uncompounded phenomena
毕竟空,emptiness of what has passed beyond the extremes
无际空,emptiness of what is beginningless and endless
无散空,emptiness of the indestructible
一切法空,emptiness of all phenomena
自相空,emptiness of definitions
不可得空,emptiness of the unapprehendable
无性自性空,emptiness of the inherent existence of non-things
十六行相,16 attributes of the four noble truths
苦谛四行相,4 attributes of the noble truth of suffering
非常,impermanence
空,emptiness
非我,selflessness
无我,selflessness
集谛四行相,4 attributes of the truth of the origin of suffering
集,origin of all
缘,condition
灭谛四行相,4 attributes of the noble truth of cessation
灭,cessation
静,pacification
妙,excellence
离,renunciation;
道谛四行相,4 features of the noble truth of path
道,path
如,suitability
出,deliverance
十六罗汉,16 elder ārhats
宾度罗跋啰惰阇,piṇḍolabhāradvāja
迦诺迦伐蹉,kanakavatsa
迦诺迦跋厘惰阇,kanakabhāradvāja
苏频陀,supiṇḍa
诺距罗,nakula
跋陀罗,bhadra
迦理迦,kārika
伐阇罗弗多罗,vajraputra
戌博迦,supāka
半托迦,panthaka
那伽犀那,nāgasena
因揭陀,ingata
伐那婆斯,vanavāsī
阿氏多,ajita
注荼半托迦,cῡḍapanthaka
十八不共佛法,18 unshared qualities of a buddha
身无误失,possessing unmistaken bodily qualities
无误失业,possessing unmistaken bodily qualities
无卒暴音,not possessing uncontrolled speech
无忘失念,possessing undeclining memory
无不定心,constant abidance in meditative equipoise
无种种想,not having the various discriminations of one-pointedly apprehending cyclic existence as to be forsaken and nirvana as to be attained
无不择舍,possessing indiscriminate equanimity
志欲无退,possessing undeclining aspiration
精进无退,possessing undeclining effort
忆念无退,possessing undeclining mindfulness as a means for taming sentient beings 
定无退,possessing undeclining meditative stabilization
般若无退,possessing undeclining wisdom
解脱无退,possessing undeclining liberation
解脱智见无退,possessing undeclining wisdom of thorough liberation
一切身业智为前导随智而转,virtuous activity of body
一切语业智为前导随智而转,virtuous activity of speech
一切意业智为前导随智而转,virtuous activity of mind
于过去世所起智见无着无碍,unobstructed wisdom concerning the past
于未来世所起智见无着无碍,unobstructed wisdom concerning the future
于现在世所起智见无着无碍,unobstructed wisdom concerning the present
十八有学,18 saṅghas
随信行,a follower by faith
随法行,a follower of reason
信解,a devotee by faith
见至,one who has attained the correct view
身证,one who has witnessed the cessation of the body
家家,one born from family to family
中般涅盘,one who attains liberation without interruption
生般涅盘,he who attains liberation as he is reborn
有行般涅盘,he who attains liberation with great effort
无行般涅盘,he who attains liberation without great effort
上流,he who progresses higher
十八空,18 emptinesses
自性空,emptiness of its own entityness
十八部派,18 schools
圣上座部,ārya-sthavira-vādinas
化地部,mahīshāsakavādinas
分别说部,vibhajyavādinas
法藏部,dharmaguptavādinas
雪山部,haimavatavādinas
根本上座部,mῡla-sthaviravādinas
铜鍱部,tāmrashātīyavādinas
圣大众部,ārya-mahāsāṃghikavādinas
根本大众部,mῡla-mahāsāṃghikavādinas
一说部,ekavyāvahārikavādinas
说出世部,lokottarvādinas
鸡胤部,kukkuṭikavādinas
牛住部,gokulikavādinas
多闻部,bahushrutiyavādinas
说假部,prajnyaptivādinas
制多山部,caitikavādinas
圣犊子部,ārya-vātsīputrīyavādinas
根本犊子部,mῡla-vātsīputrīyavādinas
法上部,dharmottarīyavādinas
贤冑部,bhadrāyanīyavādinas
六城部,shaṇṇāgarikavādinas
正量部,saṃmatīyavādinas
拘屡拘罗部,kāurukullakavādinas
宣地部,kāurukullakavādinas
不可弃部,avantakavādinas
圣说有部,āryasarvāsti vādinas
根本说一切有部,mῡla-sarvāstivādinas
饮光部,kāshyapīyavādinas
说转部,saṃkrāntivādinas
其他后期部派,other later schools
大寺住部,mahāvihāravādinas
祇多林住部,jetavanīyavādinas
无畏山住部,abhayagirivādinas
东山住部,pῡrvashailavādinas
西山住部,aparashailavādinas
北山住部,uttarashailavādinas
王山住部,rājagirikavādinas
义成部,siddhārthavādinas
十八界,18 constituents
眼界,eye sense power
耳界,ear sense power
鼻界,nose sense power
舌界,tongue sense power
身界,body sense power
意界,mental sense power
声界,sound
香界,odor
味界,taste
触界,tangible object
眼识界,eye consciousness
耳识界,ear consciousness
鼻识界,nose consciousness
舌识界,tongue consciousness
身识界,body consciousness
意识界,mental consciousness
二十随烦恼,20 secondary afflictions
忘念,forgetfulness
不正知,non-introspection
散乱,distraction
二十二根,22 powers
女根,female faculty
男根,male faculty
苦根,faculty of suffering
乐根,faculty of joy
忧根,faculty of mental sorrow
喜根,faculty of mental happiness
舍根,faculty of equanimity
二十三心不相应行法,23 non-associated compositional factors
流转,continuity
定异,distinction
相应,relatedness
势速,rapidity
次第,order
时,time
方,area
数,number
二十四心不相应行法,24 non-associated compositional factors
无想报,one having no discrimination
和合性,collection of same kind;
不和合性,collection of different kind;
二十八天,28 gods
欲界六天,6 types of the gods of the desire realm
东持国天,dhritaraṣṭra in the east
南增长天,virῡḍhaka in the south
西广目天,virῡpakṣa in the west
北多闻天,vaishravana in the north
初禅三天,3 levels of the first concentration
梵众天,brahmā type
梵辅天,in front of brahmā
大梵天,great Brahmā
二禅三天,3 levels of the second concentration
少光天,little light
无量光天,limitless light
极光净天,bright light
三禅三天,3 levels of the third concentration
少净天,little bliss
无量净天,limitless bliss
遍净天,vast bliss
四禅九天,9 levels of the fourth concentration
无云天,cloudless
福生天,born from merit
广果天,great fruit
无想有情天,a god of no discrimination
无色界四天,4 gods of formless realm
无边空处天,infinite space
无边识处天,infinite consciousness
无所有处天,nothingness
非想非非想处天,peak of cyclic existence
三十二大士相,32 major marks of a buddha
乌瑟腻沙相,He has a protrusion on the crown of His head
头髻右旋,the hair on His head turning to the right side
额广平齐,He has a broad and open forehead
眉间白毫相,His face is adorned by a coiled hair between His eyebrows
目绀青相,His eyes are the color of sapphire; His eyelashes are like those of a magnificant heifer
牛王睫相,His eyes are the color of sapphire; His eyelashes are like those of a magnificant heifer
具四十齿相,He has a total of forty teeth
牙齿齐平,His teeth are evenly set
牙齿无隙,there are no gaps between His teeth
牙齿鲜白相,His teeth are white
得最上味相,He has an excellent sense of taste
颔如师子相,His cheeks are like those of a lion
广长舌相,His tongue is long
得大梵音相,His voice is mellifluent
肩膊圆满相,His shoulders are perfectly round
七处充满相,His body has seven prominent features
两腋圆满相,His shoulders are broad
皮肤细滑相,His skin is smooth;
身真金色相,His body is the color of gold;
常光一寻相,10-foot halo around Him
身广洪直相,He is tall and straight;
身不偻曲,He is tall and straight;
立手摩膝相,His hands are long
师子上身相,the upper part of His body is like that of a lion
身分圆满相,His body has the proportions of a banyan tree
如诺瞿陀树,His body has the proportions of a banyan tree
孔生一毛相,each hair grows from each pore and curls to the right
身毛右旋相,each hair grows from each pore and curls to the right
身毛上靡相,hairs on His body point upward
势峰藏密相,His male organ is withdrawn
腿美圆,His legs are beautiful and round
足趺端厚相,His ankle-bones do not protrude
足不露踝,His ankle-bones do not protrude
手足细软相,palms of His hands and feet are smooth and tender
手足缦网相,His fingers and toes are webbed
指纤长相,His fingers are long
千辐轮相,palms of His hands and feet bear signs of a wheel
足善安住相,His feet are well set upon the ground
足跟圆长相,His heels are soft
伊尼延鹿王相,His ankles are like those of the antelope or deer
三十七菩提分法,37 harmonies with enlightenment
四十六心所有法,46 mental factors
五十一心所有法,51 mental factors
五十五心所有法,55 mental factors
六十美妙支音,60 buddha's tones or voices
七十五法,75 phenomena
色法,form
心法,mind
心所有法,mental factor
心不相应行法,non-associated compositional factor
无为法,uncompounded phenomenon
八十随好,80 minor marks of a buddha
九十二法,92 phenomena
一百零八法类,108 groups of phenomena
一百零九法,109 phenomena
二百五十戒,250 precepts
四波罗夷,4 defeats
十三僧残,13 remainders
二不定法,2 uncertain commandments
三十舍堕,30 propelling downfalls
九十波逸提,90 prāyashcittika
单堕,90 prāyashcittika
四提舍尼,4 pratideshanīya
百众学法,100 shikṣākaraṇīya
七灭诤法,7 kinds of vinaya for ending disputes
二百五十三学处,253 precepts
四他胜,4 defeats
九十单堕,90 prāyashcittika
四向彼悔,4 pratideshanīya
百十二恶作,112 wrong conducts
八万四千法蕴,84000 heaps of doctrine
二次第(密续),2 stages of tantric practice
生起次第,generation stage 
